不是那麼的絲滑,不絲滑,1
有质量问题,有问题,1
突了出来,突出来,1
不是想象的快,不快,1
有个类似灰尘的黑点,有黑点,1
没雨罩赠送,没赠送,1
用的很快,用的快,1
不过做工不是那么精致,不精致,1
有点异响,有异响,1
有花划痕,有划痕,1
发出滴滴滴响声,发出响声,1
没有客服理我,没理我,1
没发现任何瑕疵,没瑕疵,1
没有想象中的漂亮,没有漂亮,1
不能很好固定 思量了好久 最后支架用主板自带的背面支架 自己找几颗螺丝 收到货后发现货怎么都不想全新,不全新,1
有小瑕疵,有瑕疵,1
有严重质量问题,有问题,1
不如普通的老人机,不如老人机,1
没那么清晰,没清晰,1
没有想象中效果好,没好,1
不愿意送货上门,不送货上门,1
没想象的那么好,没好,1
没有介绍说的那么好,没好,1
不算太猛,不猛,1
没有想像中那么好,没有好,1
不像传说的那样好,不好,1
不怎么好使,不好使,1
没有.诚信,没有诚信,1
不是很省电,不是省电,1
不解决  不给好评,不好评,1
不后悔我不信忠告大家不要***受骗,不要受骗,1
不愿意搭理,不搭理,1
不是想象中那么美,不是美,1
没有我买的50元的好用,没有好用,1
没有期待中的清新,没有清新,1
别给我提正品,别正品,1
不错就是使用起来不太方便,不方便,1
没任何瑕疵,没瑕疵,1
不太好用 盖子不是很满意,不满意,1
不过味道我不太喜欢,不喜欢,1
没有说明上的那么好,没有好,1
没有第一次买的好,没有好,1
还可以就是颜色错了,还错了,1
没有说得那么便捷,没有便捷,1
不是很精致,不是精致,1
没有预想中的好,没有好,1
没有我之前买的好,没有好,1
不怎麼行,不行,1
没有想象中的快,没有快,1
没有什么不适,没有不适,1
并不像想象中那样长,并不长,1
没有162高,没有高,1
不晓得什么影响美观,不美观,1
不能实现双卡,不能双卡,1
没以前高,没高,1
不能完全开最大,不能开最大,1
不是说的那么好,不是好,1
别有太大,别太大,1
不是4k高清,不是高清,1
不是想的那么好,不是好,1
没有任何过敏,没有过敏,1
有比较大的优势,有优势,1
不如之前用的好,不如好,1
没有任何问题,没有问题,1
没感觉到拍照手机的强大,没强大,1
没想象中的那么流畅,没流畅,1
不觉得好,不好,1
不如照片上好看,不如好看,1
无法再信任,无法信任,1
不是特别的好,不是好,1
没有想象中的大,没有大,1
没有之前的好,没有好,1
不太够用,不够用,1
不是很顺心,不是顺心,1
没感觉有太大,没感觉太大,1
不能像***一样送货上门,不能送货上门,1
没图片展示的那么好看,没好看,1
没有信用,没信用,1
不那么清晰,不清晰,1
不十分灵敏,不灵敏,1
没有其他的好,没有好,1
没发现有痘痘的不能用,没不能用,1
不想他容易坏,不想容易坏,1
没有抱太大,没有太大,1
不是说送多一张不好,不是不好,1
不让人如意,不如意,1
不是还满意,不是满意,1
没想象的拿么好用,没好用,1
不是很及时,不是及时,1
没一点成心,没成心,1
没有所述那么好,没有好,1
没有想想中的好,没有好,1
不会相信,不相信,1
不要被忽悠,不要忽悠,1
不给差评,不差评,1
没有一点功效,没有功效,1
不太抗用,不抗用,1
不是个防摔,不是防摔,1
不是很自然,不是自然,1
不够饱满,不饱满,1
没别家好,没好,1
差的太多,差太多,1
不怎么够厚,不怎么厚,1
没办法完全贴合,没办法贴合,1
无法完全贴合,无法贴合,1
没觉得比我150兆的快,没快,1
不用负责,不负责,1
没有心情,没心情,1
没想象的好,没好,1
不太敢用,不敢用,1
没有官方说的那么快,没有快,1
没有令我失望,没有失望,1
不太灵,不灵,1
不太严重,不严重,1
不是想要的那种清新,不是清新,1
没什么亮点,没亮点,1
没完全安到位,没到位,1
没之前那么红肿,没红肿,1
不是很开心,不是开心,1
没有工作人员负责,没负责,1
没***快,没快,1
不太诚恳,不诚恳,1
不如***快,不如快,1
没有卖的精明,没有精明,1
不发齐,不齐,1
没点诚意,没诚意,1
不太令人放心,不放心,1
没有贝比玛玛的好,没好,1
不咋快,不快,1
不是很新鲜,不是新鲜,1
没有想象中那么安静,没有安静,1
不是非常顺手,不是顺手,1
不太经用,不经用,1
没包装好,没好,1
没几天坏,没坏,1
没有超市买的好吃,没有好吃,1
没有问题,没问题,1
没那么糙,没糙,1
不太符合,不符合,1
没办法解决,没法解决,1
没按好,没好,1
没有什么太大,没有太大,1
没有保价保证,没有保证,1
不容易固定,不固定,1
没感觉有用,没有用,1
不觉得好用,不好用,1
不干恭维,不恭维,1
没有什么效果,没效果,1
没有办法给好评,没有好评,1
不怎么敢用,不敢用,1
没调整好,没好,1
不是买到假,不是假,1
没有我之前用的华为手机流畅,没有流畅,1
没以前的香,没香,1
不是个很满意,不是满意,1
没有那么大容量,没有大容量,1
不怎么灵敏,不灵敏,1
没有4好,没好,1
没有说的那么好用,没好用,1
不如三只松鼠好吃,不如好吃,1
不是很持久,不是持久,1
不太像是正品,不正品,1
没我用的1300万的清晰,没清晰,1
没有质感,没质感,1
没有一代有质感,没质感,1
没怎么碎,没碎,1
不怎么喜欢吃,不喜欢吃,1
不能成粘稠,不能粘稠,1
没有想像中快,没有快,1
没有想象中的安静,没有安静,1
没有任何泄露,没有泄露,1
不是太理想,不理想,1
不是新,不新,1
没有一次是正常完成,没有完成,1
不怎么合口味,不合口味,1
没有便利店那种十几块的好用,没有好用,1
不是太牢固,不是牢固,1
没有线下大,没大,1
不太靠谱,不靠谱,1
不是很通透,不是通透,1
不是很好闻,不好闻,1
没比以前快,没快,1
没之前好吃,没好吃,1
不会憋气漏水,不漏水,1
不会憋气,不憋气,1
不咋好,不好,1
没有膻味,没膻味,1
没人搭理,没搭理,1
不是很好,不好,1
没有诚信,没诚信,1
没有诚信就没有底线,没底线,1
没有网上看到的好,没有好,1
不锋利 有点磨手 锅铲不是很好用,不是好用,1
不想给五星好评,不想五星好评,1
不错不过键盘敲击的声音不是很脆,不很脆,1
有一定声音,有声音,1
没有原装的快,没有快,1
不大妙,不妙,1
没有还是假,没有假,1
不是很管用,不是管用,1
没有预期的那么好,没有好,1
没那么好看,没好看,1
没有带到足够,没有足够,1
没5次就熄火没反应,没没反应,1
没那么智能,没智能,1
不会给你满分,不会满分,1
没以前安的杂牌浴霸好,没好,1
不太放心,不放心,1
没有那么耐用,没有耐用,1
不太流畅,不流畅,1
不太好装,不好装,1
不怎么样本来是旧换新机器物流态度很一般机器制冷觉得一般不太稳定,不稳定,1
不太稳定,不稳定,1
不怎么清晰,不清晰,1
不如以前一个用了二年的旧,不如旧,1
没提破损,没破损,1
一直都用,一直用,1
没摸完就干,没干,1
不是很紧绷,不是紧绷,1
不是特别细腻,不是细腻,1
没有***快,没有快,1
不购耐用,不耐用,1
没之前耐用,没耐用,1
没办法正常,没正常,1
没有优惠,没优惠,1
没有预期的好,没有好,1
不要让我失望,不要失望,1
上了当,上当,1
不回复信息,不回信息,1
没怎么发现哪里值得,没值得,1
没有得到满意,没有满意,1
没那么容易疲劳,没疲劳,1
不太暖和,不暖和,1
有明显的异味,有异味,1
去除异味也挺快,去异味快,1
没有一次升级成功,没有成功,1
不太安全,不安全,1
不怎么喜欢,不喜欢,1
没有撕干净,没有干净,1
没这么简陋,没简陋,1
没沟通好,没好,1
不是很快,不快,1
差 评,差评,1
没觉得有多大,没多大,1
没有华为小方盒的好,没好,1
不是那么太干净,不干净,1
不给处理,不处理,1
不太齐全,不齐全,1
没那么碍眼,没碍眼,1
没有LOGO的那边缝大2-3毫米不密封用手还能上下按压是松的而且还有声音客服说不是做工问题,没问题,1
不能完全插进去,不能插进去,1
没去年买的好用,没好用,1
不像新,不新,1
不是太安全,不安全,1
没给我发货  等了一个月都没收到货  申请退款也不给处理,没搭理,1
不如旧式的好,不好,1
不像网友说的静音,不静音,1
有点问题,有问题,1
不是都很清楚,不清楚,1
没有这么红,没这么红,1
便宜的没好货,便宜没好货,1
不是那么方便,不方便,1
没有苹果的清晰,没清晰,1
没有官网发布会上讲的那么强大,没有强大,1
没有小米电视系统用着舒服,没舒服,1
没有遇到过事情算幸运,没有幸运,1
没拆开是香,没香,1
没一点香,没香,1
没做到我满意,没满意,1
不是很浓,不浓,1
不是我想象的那么好,不好,1
不怎么推荐,不推荐,1
不买就后悔,不后悔,1
没遇到这么差,没差,1
没辐射挺好,没挺好,1
可     以,可以,1
没图上好看,没好看,1
未讲清楚,未清楚,1
不是厂家的正规,不正规,1
没有家里的300M的信号好,没好,1
没有原装的好,没好,1
不像是新,不新,1
没有想象中大,没大,1
没有预想的好,没有好,1
没有遇上过这种没有商业道德,没道德,1
没之前360的好用,没好用,1
不想作过多,不想过多,1
没多好,没好,1
没想象中好,没好,1
没我以前买的格力冷静王好,没好,1
不能自动调节,不自动调节,1
不是最便宜,不是便宜,1
没有退货.还有此家的服务也没有特别差,没有差,1
没有想像中流畅,没有流畅,1
不趣快,不快,1
没一样称心,没称心,1
没有道德,没道德,1
不做薄,不薄,1
没想象中那么好,没好,1
没网上看的那么好,没好,1
没有塑封,没塑封,1
沒有以前旧的大,沒大,1
没有发现什么效果,没效果,1
不比单反差,不差,1
不如家里原来的好用,不如好用,1
不太对,不对,1
没达到高保真效果,没效果,1
不是全屏,不全屏,1
不会很花哨,不会花哨,1
不如我那个2A好,不如好,1
没有上次的那么好,没有好,1
没有拧紧,没拧紧,1
没有手拧的效果好,没好,1
没个准,没准,1
不够稳固,不稳固,1
没有广告的那么强,没强,1
不那么好,不好,1
不是很合用,不合用,1
别拿所谓的赠完为止来忽悠,别忽悠,1
没有一点损坏,没有损坏,1
不是很顺,不顺,1
不怎么耐用,不耐用,1
没有一句话回复,没有回复,1
不太凉快,不凉快,1
没啥优惠,没优惠,1
没有1好用,没有好用,1
没1拍的好看,没好看,1
不算很满意,不算满意,1
不会很失望,不会失望,1
不够专业,不专业,1
没有苹果6拍照来的清楚,没清楚,1
不够清晰,不清晰,1
不太理想,不理想,1
没事想像中哪么好,没好,1
没洗干净,没干净,1
不让你失望,不失望,1
没有人搭理,没有搭理,1
没有介绍的好,没好,1
不是我需要的那种完全高清,不是高清,1
没有变频效果,没效果,1
没办法给好评,没好评,1
没有受损,没受损,1
没什么诚信,没诚信,1
没一开始的好,没好,1
不是太适合,不适合,1
不太现实,不现实,1
不是太清楚,不是清楚,1
没有我以前用的好,没有好,1
没有声音,没声音,1
不太好吃,不好吃,1
没啥用,没用,1
没有出现,没出现,1
没有出现漏,没有漏,1
没有我想的好,没有好,1
不夠舒適,不舒適,1
沒什麼問題,沒問題,1
不像真品,不真品,1
不怎灵敏,不灵敏,1
不如实体店的好,不好,1
没超市正,没正,1
没我想象的那么好,没好,1
不太适应,不适应,1
不太好喝,不好喝,1
没别人评价那么好,没好,1
不大爱吃,不爱吃,1
不怎么样好,不好,1
不咋好用,不好用,1
没有封,没封,1
不是特别方便,不是方便,1
没啥大毛病,没毛病,1
好闻一些,好闻些,1
不是好理想,不理想,1
没有看到,没看到,1
没有回复,没回复,1
掉白毛,掉毛,1
费了老大劲,费劲,1
不太保温,不保温,1
不是很清晰,不清晰,1
有条划痕,有划痕,1
不太好说,不好说,1
忘记给我写,忘记写,1
有些问题,有问题,1
便宜果然没有好货,便宜没好货,1
有点小硬,有点硬,1
不太够劲,不够劲,1
没有传说的那么亮,没有那么亮,1
不是很正宗,不是正宗,1
没有之前买的迷你好,没好,1
不是太好用,不是好用,1
不要让这样的人坏,不要坏,1
不如我后来从市场买的一块钱一张的好使,不如好使,1
没有长的那种卷纸好用,没有好用,1
不如贵的好用,不如好用,1
不比国外品牌差,不比差,1
没有说明得很清楚,没有清楚,1
没冻好,没好,1
不一定是真货,不真货,1
不会摇头,不摇头,1
不像是真,不真,1
不太愉快,不愉快,1
不如那种普通的锅好用,不好用,1
不是商家所说的静音,不静音,1
没有之前买的迷你好 蒸的饭也没那么香,没香,1
没有之前买的迷你好 蒸的饭也没那么香 功能也没那么齐全,没齐全,1
没有亮净好用,没有好用,1
没有原版好,没有好,1
不担心假货,不假货,1
不舍得拆开保证,不保证,1
没有发现什么不好,没有不好,1
没有10好用,没有好用,1
没超市的好,没好,1
不太远,不远,1
黑屏很严重,黑屏严重,1
没有什么的区别,没区别,1
没有以前的好用,没有好用,1
没那么毛躁,没毛躁,1
没有什么可抱怨,没有抱怨,1
不是特别开心,不是开心,1
没有以前用的好,没有好,1
不是很牢固,不是牢固,1
不是特别干净,不是干净,1
没有上次我上买的英氏首尝喜欢,没有喜欢,1
没打足,没足,1
没有煮熟,没熟,1
